id	hanzi	hsk	unit	pinyin	translations0	translations1	translations2	translations3	custom_translation	subunit	course	literal_translation
2909	稻谷	6		dào gǔ	rice crops				f		hsk	
2910	盗窃	6		dào qiè	to steal				f		hsk	
2911	得不偿失	6		dé bù cháng shī	(saying) the gains do not make up for the losses				f		hsk	
2912	得力	6		dé lì	able	capable	competent	efficient	f		hsk	
2913	得天独厚	6		dé tiān dú hòu	(of an area) rich in resources	(of a person) gifted or able (idiom)			f		hsk	
2914	得罪	6		dé zuì	to commit an offense	to violate the law	excuse me! (formal)	see also 得罪[dé zui]	f		hsk	
2915	蹬	6		dēng	to step on	to tread on	to wear	Taiwan pr. [dèng]	f		hsk	
2916	灯笼	6		dēng lóng	lantern				f		hsk	
2917	登陆	6		dēng lù	to land	to come ashore	to make landfall (of typhoon etc)	to log in	f		hsk	
2918	登录	6		dēng lù	to register	to log in			f		hsk	
2919	等级	6		děng jí	grade	rank	status		f		hsk	
2920	瞪	6		dèng	to open (one's eyes) wide	to stare at	to glare at		f		hsk	
2921	堤坝	6		dī bà	dam				f		hsk	
2922	敌视	6		dí shì	hostile	malevolence	antagonism	to view as enemy	f		hsk	
2923	抵达	6		dǐ dá	to arrive	to reach (a destination)			f		hsk	
2924	抵抗	6		dǐ kàng	to resist	resistance			f		hsk	
2925	抵制	6		dǐ zhì	to resist	to boycott	to refuse (to cooperate)	to reject	f		hsk	
2926	递增	6		dì zēng	to increase by degrees	in increasing order	incremental	progressive	f		hsk	
2927	地步	6		dì bù	condition	situation	plight	extent	f		hsk	
2928	地势	6		dì shì	terrain	topography relief			f		hsk	
2929	地质	6		dì zhì	geology				f		hsk	
2930	颠簸	6		diān bǒ	to shake	to jolt	to bump		f		hsk	
2931	颠倒	6		diān dǎo	to turn upside-down	to reverse	back-to-front	confused	f		hsk	
2932	点缀	6		diǎn zhuì	to decorate	to adorn	sprinkled	studded	f		hsk	
2933	典礼	6		diǎn lǐ	celebration	ceremony			f		hsk	
2934	典型	6		diǎn xíng	model	typical case	archetype	typical	f		hsk	
2935	垫	6		diàn	pad	cushion	mat	to pad out	f		hsk	
2936	电源	6		diàn yuán	electric power source				f		hsk	
2937	奠定	6		diàn dìng	to establish	to fix	to settle		f		hsk	
2938	惦记	6		diàn jì	to think of	to keep thinking about	to be concerned about		f		hsk	
2939	叼	6		diāo	to hold in the mouth				f		hsk	
2940	雕刻	6		diāo kè	to carve	to engrave	carving		f		hsk	
2941	雕塑	6		diāo sù	a statue	a Buddhist image	sculpture	to carve	f		hsk	
2942	吊	6		diào	a string of 100 cash (arch.)	to lament	to condole with		f		hsk	
2943	调动	6		diào dòng	to transfer	to maneuver (troops etc)	to mobilize	to bring into play	f		hsk	
2944	跌	6		diē	to drop	to fall	to tumble	Taiwan pr. [dié]	f		hsk	
2945	盯	6		dīng	to watch attentively	to fix attention on	to stare	to gaze	f		hsk	
2946	叮嘱	6		dīng zhǔ	to warn repeatedly	to urge	to exhort again and again		f		hsk	
2947	定期	6		dìng qī	regularly	at regular intervals			f		hsk	
2948	定义	6		dìng yì	definition				f		hsk	
2949	丢人	6		diū rén	to lose face				f		hsk	
2950	丢三落四	6		diū sān là sì	forgetful	empty-headed			f		hsk	
2951	东道主	6		dōng dào zhǔ	host	official host (e.g. venue for games or a conference)			f		hsk	
2952	东张西望	6		dōng zhāng xī wàng	to look in all directions (idiom)	to glance around			f		hsk	
2953	董事长	6		dǒng shì zhǎng	chairman of the board	chairman			f		hsk	
2954	栋	6		dòng	classifier for houses or buildings	ridgepole (old)			f		hsk	
2955	冻结	6		dòng jié	to freeze (loan	wage	price etc)		f		hsk	
2956	洞穴	6		dòng xué	cave	cavern			f		hsk	
2957	动荡	6		dòng dàng	unrest (social or political)	turmoil	upheaval	commotion	f		hsk	
2958	动机	6		dòng jī	motor	locomotive	motive	motivation	f		hsk	
2959	动静	6		dòng jìng	sound of activity or people talking	news of activity			f		hsk	
2960	动力	6		dòng lì	power	motion	propulsion	force	f		hsk	
2961	动脉	6		dòng mài	artery				f		hsk	
2962	动身	6		dòng shēn	to go on a journey	to leave			f		hsk	
2963	动手	6		dòng shǒu	to set about (a task)	to hit	to punch	to touch	f		hsk	
2964	动态	6		dòng tài	development	trend	dynamic state	movement	f		hsk	
2965	动员	6		dòng yuán	to mobilize	to arouse	mobilization	CL:次	f		hsk	
2966	兜	6		dōu	pocket	bag	to wrap up or hold in a bag	to move in a circle	f		hsk	
2967	陡峭	6		dǒu qiào	precipitous				f		hsk	
2968	斗争	6		dòu zhēng	a struggle	fight	battle		f		hsk	
2969	督促	6		dū cù	to supervise and urge completion of a task	to urge on			f		hsk	
2970	都市	6		dū shì	city	metropolis			f		hsk	
2971	独裁	6		dú cái	dictatorship				f		hsk	
2972	毒品	6		dú pǐn	drugs	narcotics	poison		f		hsk	
2973	赌博	6		dǔ bó	to gamble				f		hsk	
2974	堵塞	6		dǔ sè	to block	to stop	blockage		f		hsk	
2975	杜绝	6		dù jué	to put an end to				f		hsk	
2976	端	6		duān	end	extremity	item	port	f		hsk	
2977	端午节	6		Duān wǔ jié	the Dragon Boat Festival (5th day of the 5th lunar month)				f		hsk	
2978	端正	6		duān zhèng	upright	regular	proper	correct	f		hsk	
2979	短促	6		duǎn cù	short in time	fleeting	brief		f		hsk	
2980	断定	6		duàn dìng	to conclude	to determine	to come to a judgment		f		hsk	
2981	断断续续	6		duàn duàn xù xù	intermittent	off and on	discontinuous	stop-go	f		hsk	
2982	断绝	6		duàn jué	to sever	to break off			f		hsk	
2983	堆积	6		duī jī	to pile up	to heap	accumulation		f		hsk	
2984	对策	6		duì cè	countermeasure for dealing with a situation				f		hsk	
2985	对称	6		duì chèn	symmetry	symmetrical			f		hsk	
2986	对付	6		duì fu	to handle	to deal with	to cope	to get by with	f		hsk	
2987	对抗	6		duì kàng	to withstand	to resist	to stand off	antagonism	f		hsk	
2988	对立	6		duì lì	to oppose	to set sth against	to be antagonistic to	antithetical	f		hsk	
2989	对联	6		duì lián	rhyming couplet	pair of lines of verse written vertically down the sides of a doorway	CL:幅[fú]		f		hsk	
2990	对应	6		duì yìng	to correspond	a correspondence	corresponding	homologous	f		hsk	
2991	对照	6		duì zhào	to contrast	to compare	to place side by side for comparison (as parallel texts)	to check	f		hsk	
2992	兑换	6		duì huàn	to convert	to exchange			f		hsk	
2993	兑现	6		duì xiàn	(of a cheque etc) to cash	to honor a commitment			f		hsk	
2994	队伍	6		duì wǔ	ranks	troops	CL:個|个[gè]		f		hsk	
2995	顿时	6		dùn shí	immediately	suddenly			f		hsk	
2996	多元化	6		duō yuán huà	diversification	pluralism	to diversify		f		hsk	
2997	哆嗦	6		duō suo	to tremble	to shiver	uncontrolled shaking of the body		f		hsk	
2998	堕落	6		duò luò	to morally degenerate	to become depraved	a fall from grace	a fall into sin or depravity	f		hsk	
2999	额外	6		é wài	extra	added	additional		f		hsk	
3000	恶心	6		è xīn	bad habit	vicious habit	vice		f		hsk	
3001	恶化	6		è huà	to worsen				f		hsk	
3002	遏制	6		è zhì	to check	to contain	to hold back	to keep within limits	f		hsk	
3003	恩怨	6		ēn yuàn	(feeling of) resentment	(longstanding) grudge			f		hsk	
3004	而已	6		ér yǐ	that's all	nothing more			f		hsk	
3005	耳环	6		ěr huán	earring	CL:隻|只	對|对[duì]		f		hsk	
3006	二氧化碳	6		èr yǎng huà tàn	carbon dioxide CO2				f		hsk	
3007	发布	6		fā bù	to release	to issue	to announce	to distribute	f		hsk	
3008	发财	6		fā cái	to get rich				f		hsk	
3009	发呆	6		fā dāi	to stare blankly	to be stunned	to be lost in thought		f		hsk	
3010	发动	6		fā dòng	to start	to launch	to unleash	to mobilize	f		hsk	
3011	发火	6		fā huǒ	to catch fire	to ignite	to detonate	to get angry	f		hsk	
3012	发觉	6		fā jué	to find	to detect	to discover		f		hsk	
3013	发射	6		fā shè	to shoot (a projectile)	to fire (a rocket)	to launch	to emit (a particle)	f		hsk	
3014	发誓	6		fā shì	to vow	to pledge	to swear		f		hsk	
3015	发行	6		fā xíng	to publish	to issue (stocks	currency etc)	to release	f		hsk	
3016	发炎	6		fā yán	to become inflamed	inflammation			f		hsk	
3017	发扬	6		fā yáng	to develop	to make full use of			f		hsk	
3018	发育	6		fā yù	to develop	growth	development		f		hsk	
3019	法人	6		fǎ rén	legal person	corporation	see also 自然人[zì rán rén]		f		hsk	
3020	番	6		fān	foreign	ethnic groups from outside China	(when used after a verb) times or fold	classifier for the number of iterations of an action or deed etc	f		hsk	
3021	繁华	6		fán huá	flourishing	bustling			f		hsk	
3022	繁忙	6		fán máng	busy	bustling			f		hsk	
3023	繁体字	6		fán tǐ zì	traditional Chinese character				f		hsk	
3024	繁殖	6		fán zhí	to breed	to reproduce	to propagate		f		hsk	
3025	反驳	6		fǎn bó	to retort	to refute			f		hsk	
3026	反常	6		fǎn cháng	unusual	abnormal			f		hsk	
3027	反倒	6		fǎn dào	but on the contrary	but expectedly			f		hsk	
3028	反动	6		fǎn dòng	reaction	reactionary			f		hsk	
3029	反感	6		fǎn gǎn	to be disgusted with	to dislike	bad reaction	antipathy	f		hsk	
3030	反抗	6		fǎn kàng	to resist	to rebel			f		hsk	
3031	反馈	6		fǎn kuì	to send back information	feedback			f		hsk	
3032	反面	6		fǎn miàn	reverse side	backside	the other side (of a problem etc)	negative	f		hsk	
3033	反射	6		fǎn shè	to reflect	reflection (from a mirror etc)	reflex (i.e. automatic reaction of organism)		f		hsk	
3034	反思	6		fǎn sī	to think back over sth	to review	to revisit	to rethink	f		hsk	
3035	反问	6		fǎn wèn	to ask (a question) in reply	to answer a question with a question	rhetorical question		f		hsk	
3036	反之	6		fǎn zhī	on the other hand...	conversely...			f		hsk	
3037	范畴	6		fàn chóu	category				f		hsk	
3038	泛滥	6		fàn làn	to be in flood	to overflow (the banks)	to inundate	to spread unchecked	f		hsk	
3039	贩卖	6		fàn mài	to sell	to peddle	to traffic		f		hsk	
3040	方位	6		fāng wèi	direction	points of the compass	bearing	position	f		hsk	
3041	方言	6		fāng yán	dialect				f		hsk	
3042	方针	6		fāng zhēn	policy	guidelines	CL:個|个[gè]		f		hsk	
3043	防守	6		fáng shǒu	to defend	to protect (against)			f		hsk	
3044	防疫	6		fáng yì	disease prevention	protection against epidemic			f		hsk	
3045	防御	6		fáng yù	defense	to defend			f		hsk	
3046	防止	6		fáng zhǐ	to prevent	to guard against	to take precautions		f		hsk	
3047	防治	6		fáng zhì	prevention and cure				f		hsk	
3048	纺织	6		fǎng zhī	spinning and weaving				f		hsk	
3049	放大	6		fàng dà	to enlarge	to magnify			f		hsk	
3050	放射	6		fàng shè	to radiate	radioactive			f		hsk	
3051	放手	6		fàng shǒu	to let go one's hold	to give up	to have a free hand		f		hsk	
3052	非法	6		fēi fǎ	illegal				f		hsk	
3053	飞禽走兽	6		fēi qín zǒu shòu	birds and animals	the beasts of the field and the birds of the air			f		hsk	
3054	飞翔	6		fēi xiáng	to fly				f		hsk	
3055	飞跃	6		fēi yuè	to leap				f		hsk	
3056	肥沃	6		féi wò	fertile				f		hsk	
3057	诽谤	6		fěi bàng	to slander	to libel			f		hsk	
3058	匪徒	6		fěi tú	gangster	bandit			f		hsk	
3059	废除	6		fèi chú	to abolish	to abrogate	to repeal		f		hsk	
3060	废墟	6		fèi xū	ruins				f		hsk	
3061	沸腾	6		fèi téng	boiling	ebullition			f		hsk	
3062	分辨	6		fēn biàn	to distinguish	to differentiate	to resolve		f		hsk	
3063	分寸	6		fēn cùn	propriety	appropriate behavior	proper speech or action	within the norms	f		hsk	
3064	分红	6		fēn hóng	a bonus	to award a bonus			f		hsk	
3065	分解	6		fēn jiě	to resolve	to decompose	to break down		f		hsk	
3066	分裂	6		fēn liè	to split up	to divide	to break up	fission	f		hsk	
3067	分泌	6		fēn mì	to secrete	secretion			f		hsk	
3068	分明	6		fēn míng	clearly demarcated	sharply contoured			f		hsk	
3069	分歧	6		fēn qí	difference (of opinion	position)	bifurcation		f		hsk	
3070	分散	6		fēn sàn	to scatter	to disperse	to distribute		f		hsk	
3071	分手	6		fēn shǒu	to split up	to break up			f		hsk	
3072	吩咐	6		fēn fù	to tell	to instruct	to command		f		hsk	
3073	坟墓	6		fén mù	sepulcher	tomb			f		hsk	
3074	粉末	6		fěn mò	fine powder	dust			f		hsk	
3075	粉色	6		fěn sè	white	light pink	erotic	beautiful woman	f		hsk	
3076	粉碎	6		fěn suì	to crush	to smash	to shatter		f		hsk	
3077	分量	6		fèn liang	quantity	weight	measure		f		hsk	
3078	风暴	6		fēng bào	storm	violent commotion	fig. crisis (e.g. revolution	uprising	f		hsk	
3079	风度	6		fēng dù	elegance (for men)	elegant demeanor	grace	poise	f		hsk	
3080	风光	6		fēng guāng	scene	view	sight	landscape	f		hsk	
3081	风气	6		fēng qì	general mood	atmosphere	common practice		f		hsk	
3082	风趣	6		fēng qù	humor	wit	humorous	witty	f		hsk	
3083	风土人情	6		fēng tǔ rén qíng	local conditions and customs (idiom)				f		hsk	
3084	风味	6		fēng wèi	local flavor	local style			f		hsk	
3085	封闭	6		fēng bì	to seal	to close	to confine	to seal off	f		hsk	
3086	封建	6		fēng jiàn	system of enfeoffment	feudalism	feudal	feudalistic	f		hsk	
3087	封锁	6		fēng suǒ	to blockade	to seal off			f		hsk	
3088	丰满	6		fēng mǎn	ample	well developed	fully rounded		f		hsk	
3089	丰盛	6		fēng shèng	rich	sumptuous			f		hsk	
3090	丰收	6		fēng shōu	bumper harvest				f		hsk	
3091	锋利	6		fēng lì	sharp (e.g. knife blade)	incisive	to the point		f		hsk	
3092	逢	6		féng	to meet by chance	to come across	to fawn upon		f		hsk	
3093	奉献	6		fèng xiàn	to consecrate	to dedicate	to devote		f		hsk	
3094	否决	6		fǒu jué	veto				f		hsk	
3095	夫妇	6		fū fù	a (married) couple	husband and wife	CL:對|对[duì]		f		hsk	
3096	夫人	6		fū ren	lady	madam	Mrs.	CL:位[wèi]	f		hsk	
3097	敷衍	6		fū yǎn	to elaborate (on a theme)	to expound (the classics)	perfunctory	to skimp	f		hsk	
3098	幅度	6		fú dù	width	extent	range	scope	f		hsk	
3099	服气	6		fú qì	to be convinced	to accept			f		hsk	
3100	符号	6		fú hào	symbol	mark	sign		f		hsk	
3101	福利	6		fú lì	(material) welfare	well-being			f		hsk	
3102	福气	6		fú qi	good fortune	to enjoy good fortune			f		hsk	
3103	俘虏	6		fú lǔ	captive				f		hsk	
3104	辐射	6		fú shè	radiation				f		hsk	
3105	腐败	6		fǔ bài	corruption	to corrupt	to rot	rotten	f		hsk	
3106	腐烂	6		fǔ làn	to rot	to become gangrenous			f		hsk	
3107	腐蚀	6		fǔ shí	corrosion	to corrode (degrade chemically)	to rot	corruption	f		hsk	
3108	腐朽	6		fǔ xiǔ	rotten	decayed	decadent	degenerate	f		hsk	
3109	辅助	6		fǔ zhù	to assist	to aid	supplementary	auxiliary	f		hsk	
3110	抚养	6		fǔ yǎng	to foster	to bring up	to raise		f		hsk	
3111	俯仰	6		fǔ yǎng	lowering and raising of the head	(fig.) small move	pitch (position angle)		f		hsk	
3112	富裕	6		fù yù	prosperous	well-to-do	well-off		f		hsk	
3113	副	6		fù	secondary	auxiliary	deputy	assistant	f		hsk	
3114	副作用	6		fù zuò yòng	side effect				f		hsk	
3115	负担	6		fù dān	burden	to bear a burden			f		hsk	
3116	覆盖	6		fù gài	to cover				f		hsk	
3117	附和	6		fù hè	to parrot	to crib	to copy sb's action or words	to trail sb's footsteps	f		hsk	
3118	附件	6		fù jiàn	enclosure	attachment (email)	appendix		f		hsk	
3119	附属	6		fù shǔ	subsidiary	auxiliary	attached	affiliated	f		hsk	
3120	复活	6		fù huó	resurrection				f		hsk	
3121	复兴	6		fù xīng	to revive	to rejuvenate			f		hsk	
3122	腹泻	6		fù xiè	diarrhea	to have the runs			f		hsk	
3123	赋予	6		fù yǔ	to assign	to entrust (a task)	to give	to bestow	f		hsk	
3124	改良	6		gǎi liáng	to improve				f		hsk	
3125	盖章	6		gài zhāng	to affix a seal (to sth)				f		hsk	
3126	干旱	6		gān hàn	drought	arid	dry		f		hsk	
3127	干扰	6		gān rǎo	to interfere	obstruction			f		hsk	
3128	干涉	6		gān shè	to interfere	to meddle	interference		f		hsk	
3129	干预	6		gān yù	to meddle	to intervene	intervention		f		hsk	
3130	尴尬	6		gān gà	awkward	embarrassed			f		hsk	
3131	甘心	6		gān xīn	to be willing to	to resign oneself to			f		hsk	
3132	感慨	6		gǎn kǎi	to sigh with sorrow	regret etc	rueful	deeply moved	f		hsk	
3133	感染	6		gǎn rǎn	infection	to infect	to influence		f		hsk	
3134	干劲	6		gàn jìn	enthusiasm for doing sth				f		hsk	
3135	纲领	6		gāng lǐng	program	guiding principle			f		hsk	
3136	港口	6		gǎng kǒu	port	harbor			f		hsk	
3137	港湾	6		gǎng wān	natural harbor	bay serving as harbor			f		hsk	
3138	岗位	6		gǎng wèi	a post	a job			f		hsk	
3139	杠杆	6		gàng gǎn	lever	pry bar	crowbar	financial leverage	f		hsk	
3140	高超	6		gāo chāo	excellent	superlative			f		hsk	
3141	高潮	6		gāo cháo	high tide	high water	upsurge	climax	f		hsk	
3142	高峰	6		gāo fēng	peak	summit	height		f		hsk	
3143	高考	6		gāo kǎo	college entrance exam (abbr. for 普通高等學校招生全國統一考試|普通高等学校招生全国统一考试)	entrance exam for senior government service posts (Taiwan)			f		hsk	
3144	高明	6		gāo míng	brilliant	superior	tall and bright		f		hsk	
3145	高尚	6		gāo shàng	noble	lofty	refined	exquisite	f		hsk	
3146	高涨	6		gāo zhǎng	upsurge	(tensions etc) run high			f		hsk	
3147	稿件	6		gǎo jiàn	rough draft	material contributing to a final document			f		hsk	
3148	告辞	6		gào cí	to say goodbye	to take one's leave			f		hsk	
3149	告诫	6		gào jiè	to warn	to admonish			f		hsk	
3150	割	6		gē	to cut	to cut apart			f		hsk	
3151	搁	6		gē	to place	to put aside	to shelve		f		hsk	
3152	疙瘩	6		gē da	swelling or lump on skin	pimple	knot	preoccupation	f		hsk	
3153	歌颂	6		gē sòng	to sing the praises of	to extol	to eulogize		f		hsk	
3154	隔阂	6		gé hé	estrangement				f		hsk	
3155	隔离	6		gé lí	to separate	to isolate			f		hsk	
3156	格局	6		gé jú	structure	pattern	layout		f		hsk	
3157	格式	6		gé shì	form	specification	format		f		hsk	
3158	个体	6		gè tǐ	individual				f		hsk	
3159	各抒己见	6		gè shū jǐ jiàn	everyone gives their own view				f		hsk	
3160	根深蒂固	6		gēn shēn dì gù	deep-rooted (problem etc)				f		hsk	
3161	根源	6		gēn yuán	origin	root (cause)			f		hsk	
3162	跟前	6		gēn qián	in front of	close to	nearby	the time just before	f		hsk	
3163	跟随	6		gēn suí	to follow				f		hsk	
3164	跟踪	6		gēn zōng	to follow sb's tracks	to tail	to shadow		f		hsk	
3165	耕地	6		gēng dì	arable land	to plow land			f		hsk	
3166	更新	6		gēng xīn	to replace the old with new	to renew	to renovate	to upgrade	f		hsk	
3167	更正	6		gēng zhèng	to correct	to make a correction			f		hsk	
3168	公安局	6		gōng ān jú	public security bureau				f		hsk	
3169	公道	6		gōng dao	fair	equitable			f		hsk	
3170	公告	6		gōng gào	post	announcement			f		hsk	
3171	公关	6		gōng guān	public relations				f		hsk	
3172	公民	6		gōng mín	citizen				f		hsk	
3173	公婆	6		gōng pó	husband's parents	parents-in-law			f		hsk	
3174	公然	6		gōng rán	openly	publicly	undisguised		f		hsk	
3175	公认	6		gōng rèn	publicly known (to be)	accepted (as)			f		hsk	
3176	公式	6		gōng shì	formula				f		hsk	
3177	公务	6		gōng wù	official business				f		hsk	
3178	公正	6		gōng zhèng	just	fair	equitable		f		hsk	
3179	公证	6		gōng zhèng	notarization	notarized	acknowledgement		f		hsk	
3180	供不应求	6		gōng bù yìng qiú	supply does not meet demand				f		hsk	
3181	供给	6		gōng jǐ	to furnish	to provide	supply (as in supply and demand)		f		hsk	
3182	工夫	6		gōng fu	time	spare time	skill	labor	f		hsk	
3183	工艺品	6		gōng yì pǐn	handicraft article	handiwork	CL:個|个[gè]		f		hsk	
3184	宫殿	6		gōng diàn	palace	CL:座[zuò]			f		hsk	
